user_id,product_id,u_p_order_rate,u_p_reorder_rate,u_p_avg_position,u_p_orders_since_last,max_streak
1,196,0.15714285714285714,0.9090909090909091,1.3636363636363635,0,7
1,10258,0.14285714285714285,0.9,3.6,0,6
1,10326,0.014285714285714285,0.0,5.0,6,0
1,12427,0.14285714285714285,0.9,3.3,1,6
1,13032,0.05714285714285714,0.75,6.5,0,2
1,13176,0.02857142857142857,0.5,6.0,6,1
1,14084,0.014285714285714285,0.0,2.0,10,0
1,17122,0.014285714285714285,0.0,6.0,6,0
1,25133,0.12857142857142856,0.8888888888888888,3.7777777777777777,0,1
1,26088,0.04285714285714286,0.6666666666666666,5.666666666666667,0,2
1,26405,0.04285714285714286,0.6666666666666666,4.666666666666667,0,2
1,27845,0.014285714285714285,0.0,9.0,0,0
1,30450,0.014285714285714285,0.0,5.0,8,0
1,35951,0.014285714285714285,0.0,7.0,1,0
1,38928,0.02857142857142857,0.5,3.5,0,1
1,39657,0.02857142857142857,0.5,4.0,0,1
1,41787,0.014285714285714285,0.0,7.0,6,0
1,46149,0.05714285714285714,0.75,5.0,0,3
1,49235,0.04285714285714286,0.6666666666666666,5.666666666666667,0,2
2,23,0.004424778761061947,0.0,12.0,7,0
2,79,0.004424778761061947,0.0,3.0,2,0
2,1559,0.02654867256637168,0.8333333333333334,7.5,1,3
2,1757,0.004424778761061947,0.0,30.0,0,0
2,2002,0.017699115044247787,0.75,10.25,4,0
2,2361,0.004424778761061947,0.0,26.0,0,0
2,2573,0.008849557522123894,0.5,10.5,1,1
2,3151,0.004424778761061947,0.0,7.0,3,0
2,4071,0.004424778761061947,0.0,2.0,4,0
2,4957,0.004424778761061947,0.0,17.0,9,0
2,5212,0.004424778761061947,0.0,15.0,7,0
2,5322,0.004424778761061947,0.0,2.0,10,0
2,5450,0.008849557522123894,0.5,14.0,0,1
2,5699,0.004424778761061947,0.0,22.0,0,0
2,5869,0.004424778761061947,0.0,4.0,2,0
2,5907,0.004424778761061947,0.0,7.0,10,0
2,7781,0.01327433628318584,0.6666666666666666,7.0,1,2
2,7963,0.008849557522123894,0.5,9.0,0,0
2,8138,0.004424778761061947,0.0,6.0,13,0
2,8296,0.004424778761061947,0.0,12.0,4,0
2,8479,0.004424778761061947,0.0,3.0,13,0
2,9124,0.004424778761061947,0.0,23.0,6,0
2,9387,0.004424778761061947,0.0,10.0,0,0
2,9681,0.008849557522123894,0.5,7.5,9,0
2,10305,0.004424778761061947,0.0,10.0,3,0
2,11913,0.004424778761061947,0.0,28.0,0,0
2,12000,0.022123893805309734,0.8,2.6,5,3
2,12007,0.004424778761061947,0.0,15.0,0,0
2,12258,0.004424778761061947,0.0,19.0,3,0
2,12324,0.004424778761061947,0.0,20.0,0,0
2,13176,0.004424778761061947,0.0,12.0,14,0
2,13351,0.008849557522123894,0.5,10.0,3,0
2,13640,0.004424778761061947,0.0,7.0,0,0
2,13742,0.004424778761061947,0.0,7.0,6,0
2,14306,0.004424778761061947,0.0,16.0,7,0
2,14553,0.004424778761061947,0.0,8.0,10,0
2,15841,0.004424778761061947,0.0,9.0,6,0
2,16521,0.004424778761061947,0.0,6.0,2,0
2,16589,0.02654867256637168,0.8333333333333334,6.833333333333333,0,3
2,16797,0.004424778761061947,0.0,1.0,13,0
2,17224,0.004424778761061947,0.0,3.0,10,0
2,17758,0.008849557522123894,0.5,9.5,7,1
2,17872,0.01327433628318584,0.6666666666666666,11.333333333333334,5,0
2,18523,0.02654867256637168,0.8333333333333334,9.5,1,1
2,18961,0.004424778761061947,0.0,8.0,6,0
2,19019,0.004424778761061947,0.0,14.0,0,0
2,19051,0.017699115044247787,0.75,8.25,4,2
2,19057,0.004424778761061947,0.0,8.0,2,0
2,19156,0.02654867256637168,0.8333333333333334,7.0,1,3
2,19240,0.004424778761061947,0.0,8.0,3,0
2,20084,0.004424778761061947,0.0,13.0,7,0
2,20574,0.008849557522123894,0.5,3.0,12,1
2,20785,0.004424778761061947,0.0,14.0,1,0
2,21150,0.004424778761061947,0.0,13.0,11,0
2,21227,0.004424778761061947,0.0,15.0,4,0
2,21329,0.004424778761061947,0.0,31.0,0,0
2,21376,0.008849557522123894,0.5,4.5,6,0
2,21709,0.008849557522123894,0.5,9.0,1,1
2,22124,0.017699115044247787,0.75,7.75,3,1
2,22474,0.01327433628318584,0.6666666666666666,11.0,4,2
2,22559,0.008849557522123894,0.5,20.5,0,1
2,22825,0.008849557522123894,0.5,6.0,0,0
2,22829,0.004424778761061947,0.0,7.0,11,0
2,22963,0.01327433628318584,0.6666666666666666,8.666666666666666,0,0
2,24768,0.004424778761061947,0.0,15.0,1,0
2,24838,0.004424778761061947,0.0,12.0,0,0
2,24852,0.035398230088495575,0.875,4.75,0,0
2,24954,0.004424778761061947,0.0,16.0,9,0
2,24990,0.004424778761061947,0.0,11.0,3,0
2,26352,0.004424778761061947,0.0,16.0,0,0
2,27344,0.008849557522123894,0.5,7.5,9,1
2,27413,0.004424778761061947,0.0,7.0,1,0
2,27737,0.004424778761061947,0.0,26.0,6,0
2,27966,0.008849557522123894,0.5,10.0,9,1
2,28874,0.004424778761061947,0.0,5.0,12,0
2,28918,0.004424778761061947,0.0,2.0,7,0
2,30489,0.004424778761061947,0.0,10.0,14,0
2,30908,0.004424778761061947,0.0,2.0,2,0
2,31612,0.004424778761061947,0.0,23.0,0,0
2,31883,0.004424778761061947,0.0,19.0,0,0
2,32052,0.01327433628318584,0.6666666666666666,5.333333333333333,7,1
2,32139,0.017699115044247787,0.75,6.0,4,0
2,32792,0.04424778761061947,0.9,1.5,0,7
2,33276,0.008849557522123894,0.5,15.5,9,0
2,33754,0.022123893805309734,0.8,10.8,1,1
2,33957,0.008849557522123894,0.5,23.0,0,1
2,34284,0.004424778761061947,0.0,24.0,0,0
2,34688,0.01327433628318584,0.6666666666666666,7.333333333333333,7,0
2,35917,0.004424778761061947,0.0,8.0,14,0
2,36287,0.004424778761061947,0.0,17.0,3,0
2,36735,0.01327433628318584,0.6666666666666666,9.666666666666666,3,0
2,37646,0.004424778761061947,0.0,6.0,11,0
2,38547,0.004424778761061947,0.0,13.0,0,0
2,38656,0.004424778761061947,0.0,4.0,10,0
2,39877,0.004424778761061947,0.0,7.0,2,0
2,39928,0.004424778761061947,0.0,13.0,1,0
2,40198,0.008849557522123894,0.5,9.5,7,1
2,40571,0.004424778761061947,0.0,18.0,9,0
2,41787,0.01327433628318584,0.6666666666666666,12.333333333333334,0,0
2,42342,0.004424778761061947,0.0,1.0,2,0
2,42356,0.004424778761061947,0.0,18.0,3,0
2,44303,0.004424778761061947,0.0,5.0,2,0
2,45066,0.017699115044247787,0.75,10.5,0,2
2,45613,0.01327433628318584,0.6666666666666666,17.0,0,0
2,45645,0.004424778761061947,0.0,29.0,0,0
2,45948,0.004424778761061947,0.0,9.0,2,0
2,46676,0.004424778761061947,0.0,12.0,9,0
2,46886,0.008849557522123894,0.5,9.5,7,1
2,47144,0.004424778761061947,0.0,1.0,10,0
2,47209,0.035398230088495575,0.875,7.5,1,0
2,47526,0.004424778761061947,0.0,2.0,13,0
2,47553,0.004424778761061947,0.0,9.0,10,0
2,47766,0.017699115044247787,0.75,5.0,10,3
2,47792,0.004424778761061947,0.0,21.0,6,0
2,48099,0.004424778761061947,0.0,19.0,6,0
2,48110,0.008849557522123894,0.5,5.0,7,1
2,48210,0.004424778761061947,0.0,6.0,10,0
2,48523,0.004424778761061947,0.0,25.0,0,0
2,48821,0.004424778761061947,0.0,27.0,0,0
2,49273,0.004424778761061947,0.0,20.0,6,0
2,49451,0.004424778761061947,0.0,1.0,11,0
3,248,0.011363636363636364,0.0,3.0,10,0
3,1005,0.011363636363636364,0.0,5.0,2,0
3,1819,0.03409090909090909,0.6666666666666666,2.6666666666666665,5,2
3,7503,0.011363636363636364,0.0,6.0,9,0
3,8021,0.011363636363636364,0.0,5.0,10,0
3,9387,0.056818181818181816,0.8,3.6,5,0
3,12845,0.011363636363636364,0.0,2.0,8,0
3,14992,0.022727272727272728,0.5,7.0,5,1
3,15143,0.011363636363636364,0.0,3.0,11,0
3,16797,0.03409090909090909,0.6666666666666666,4.0,3,0
3,16965,0.022727272727272728,0.5,4.5,7,0
3,17668,0.056818181818181816,0.8,3.6,1,3
3,18370,0.011363636363636364,0.0,10.0,7,0
3,18599,0.045454545454545456,0.75,3.75,0,2
3,21137,0.011363636363636364,0.0,7.0,10,0
3,21903,0.09090909090909091,0.875,4.25,0,2
3,22035,0.03409090909090909,0.6666666666666666,3.6666666666666665,4,1
3,23650,0.022727272727272728,0.5,5.5,0,0
3,24010,0.022727272727272728,0.5,5.5,5,1
3,24810,0.03409090909090909,0.6666666666666666,7.0,0,0
3,28373,0.022727272727272728,0.5,5.5,7,1
3,32402,0.03409090909090909,0.6666666666666666,8.333333333333334,2,2
3,38596,0.011363636363636364,0.0,1.0,10,0
3,39190,0.11363636363636363,0.9,1.8,0,2
3,39922,0.011363636363636364,0.0,8.0,11,0
3,40604,0.011363636363636364,0.0,4.0,10,0
3,42265,0.011363636363636364,0.0,9.0,7,0
3,42557,0.011363636363636364,0.0,7.0,4,0
3,43961,0.045454545454545456,0.75,3.75,1,1
3,44683,0.022727272727272728,0.5,9.5,6,1
3,47766,0.10227272727272728,0.8888888888888888,3.7777777777777777,0,2
3,48523,0.022727272727272728,0.5,6.5,3,1
3,49683,0.011363636363636364,0.0,4.0,9,0
4,1200,0.05555555555555555,0.0,1.0,2,0
4,2707,0.05555555555555555,0.0,4.0,4,0
4,7160,0.05555555555555555,0.0,2.0,3,0
4,7350,0.05555555555555555,0.0,2.0,4,0
4,11865,0.05555555555555555,0.0,5.0,2,0
4,17769,0.05555555555555555,0.0,2.0,2,0
4,19057,0.05555555555555555,0.0,7.0,2,0
4,21573,0.05555555555555555,0.0,3.0,0,0
4,22199,0.05555555555555555,0.0,1.0,1,0
4,25146,0.05555555555555555,0.0,2.0,1,0
4,25623,0.05555555555555555,0.0,2.0,0,0
4,26576,0.05555555555555555,0.0,1.0,0,0
4,35469,0.1111111111111111,0.5,4.5,2,1
4,36606,0.05555555555555555,0.0,1.0,4,0
4,37646,0.05555555555555555,0.0,4.0,2,0
4,42329,0.05555555555555555,0.0,1.0,3,0
4,43704,0.05555555555555555,0.0,3.0,2,0
5,3376,0.021739130434782608,0.0,8.0,1,0
5,5999,0.021739130434782608,0.0,12.0,1,0
5,6808,0.021739130434782608,0.0,2.0,3,0
5,8518,0.043478260869565216,0.5,7.0,1,1
5,11777,0.08695652173913043,0.75,5.75,1,3
5,13870,0.021739130434782608,0.0,8.0,3,0
5,13988,0.043478260869565216,0.5,8.0,1,1
5,15349,0.043478260869565216,0.5,1.0,0,1
5,16168,0.021739130434782608,0.0,5.0,1,0
5,16185,0.021739130434782608,0.0,3.0,0,0
5,18761,0.021739130434782608,0.0,6.0,3,0
5,19057,0.021739130434782608,0.0,2.0,0,0
5,20114,0.021739130434782608,0.0,6.0,0,0
5,20754,0.021739130434782608,0.0,3.0,2,0
5,20843,0.021739130434782608,0.0,5.0,0,0
5,21413,0.06521739130434782,0.6666666666666666,4.0,0,2
5,21616,0.043478260869565216,0.5,7.0,0,0
5,22475,0.021739130434782608,0.0,10.0,4,0
5,24231,0.021739130434782608,0.0,4.0,2,0
5,24535,0.06521739130434782,0.6666666666666666,5.333333333333333,1,2
5,26604,0.08695652173913043,0.75,6.5,1,3
5,27344,0.021739130434782608,0.0,1.0,1,0
5,28289,0.021739130434782608,0.0,4.0,4,0
5,31717,0.021739130434782608,0.0,7.0,4,0
5,40706,0.06521739130434782,0.6666666666666666,5.666666666666667,0,2
5,43693,0.06521739130434782,0.6666666666666666,4.333333333333333,1,2
5,48204,0.021739130434782608,0.0,7.0,0,0
5,48775,0.021739130434782608,0.0,3.0,4,0
6,8424,0.07142857142857142,0.0,3.0,0,0
6,10644,0.07142857142857142,0.0,7.0,1,0
6,11068,0.07142857142857142,0.0,6.0,1,0
6,20323,0.07142857142857142,0.0,2.0,1,0
6,21903,0.14285714285714285,0.5,3.5,1,1
6,25659,0.07142857142857142,0.0,2.0,0,0
6,27521,0.07142857142857142,0.0,1.0,2,0
6,38293,0.14285714285714285,0.5,1.5,1,1
6,40992,0.07142857142857142,0.0,3.0,1,0
6,45007,0.07142857142857142,0.0,5.0,1,0
6,48679,0.07142857142857142,0.0,4.0,2,0
6,49401,0.07142857142857142,0.0,1.0,0,0
7,274,0.004651162790697674,0.0,16.0,19,0
7,519,0.009302325581395349,0.5,10.5,18,1
7,4920,0.03255813953488372,0.8571428571428571,4.714285714285714,4,3
7,4945,0.013953488372093023,0.6666666666666666,11.333333333333334,3,1
7,6361,0.023255813953488372,0.8,7.2,16,3
7,8277,0.013953488372093023,0.6666666666666666,3.3333333333333335,4,1
7,8518,0.013953488372093023,0.6666666666666666,7.0,3,1
7,9598,0.013953488372093023,0.6666666666666666,11.666666666666666,1,1
7,10504,0.004651162790697674,0.0,8.0,5,0
7,10895,0.013953488372093023,0.6666666666666666,1.0,11,0
7,11520,0.004651162790697674,0.0,9.0,4,0
7,12053,0.004651162790697674,0.0,1.0,0,0
7,12196,0.009302325581395349,0.5,8.5,2,1
7,13176,0.004651162790697674,0.0,8.0,6,0
7,13198,0.04186046511627907,0.8888888888888888,9.0,0,7
7,13249,0.004651162790697674,0.0,5.0,20,0
7,13802,0.004651162790697674,0.0,4.0,17,0
7,14267,0.004651162790697674,0.0,2.0,18,0
7,14332,0.009302325581395349,0.5,9.0,17,1
7,15581,0.009302325581395349,0.5,16.0,18,1
7,15592,0.009302325581395349,0.5,12.5,1,0
7,17638,0.05581395348837209,0.9166666666666666,6.916666666666667,0,8
7,18382,0.004651162790697674,0.0,15.0,5,0
7,18880,0.004651162790697674,0.0,12.0,3,0
7,19019,0.013953488372093023,0.6666666666666666,7.333333333333333,16,1
7,19678,0.009302325581395349,0.5,18.0,17,1
7,21137,0.046511627906976744,0.9,3.0,1,4
7,21298,0.004651162790697674,0.0,10.0,6,0
7,22000,0.009302325581395349,0.5,7.0,3,0
7,22742,0.004651162790697674,0.0,6.0,6,0
7,22963,0.013953488372093023,0.6666666666666666,8.333333333333334,18,2
7,23516,0.004651162790697674,0.0,9.0,3,0
7,23712,0.009302325581395349,0.5,10.5,2,1
7,25199,0.004651162790697674,0.0,12.0,5,0
7,26209,0.004651162790697674,0.0,3.0,3,0
7,26346,0.004651162790697674,0.0,1.0,15,0
7,27156,0.004651162790697674,0.0,4.0,3,0
7,27344,0.004651162790697674,0.0,11.0,4,0
7,27690,0.018604651162790697,0.75,11.0,1,2
7,29602,0.004651162790697674,0.0,7.0,6,0
7,29871,0.013953488372093023,0.6666666666666666,7.333333333333333,18,2
7,29894,0.009302325581395349,0.5,7.5,0,1
7,29993,0.013953488372093023,0.6666666666666666,1.6666666666666667,1,0
7,30391,0.03255813953488372,0.8571428571428571,11.428571428571429,1,3
7,31343,0.009302325581395349,0.5,12.5,9,0
7,31683,0.037209302325581395,0.875,6.75,1,7
7,31717,0.004651162790697674,0.0,6.0,3,0
7,32177,0.013953488372093023,0.6666666666666666,7.666666666666667,1,2
7,33740,0.004651162790697674,0.0,2.0,6,0
7,35333,0.009302325581395349,0.5,4.0,3,0
7,37602,0.05581395348837209,0.9166666666666666,4.416666666666667,1,6
7,37999,0.027906976744186046,0.8333333333333334,4.666666666666667,0,4
7,39121,0.013953488372093023,0.6666666666666666,2.0,9,0
7,39275,0.018604651162790697,0.75,2.5,8,3
7,40852,0.06511627906976744,0.9285714285714286,7.214285714285714,0,7
7,42265,0.004651162790697674,0.0,5.0,5,0
7,42803,0.03255813953488372,0.8571428571428571,9.285714285714286,4,5
7,42828,0.004651162790697674,0.0,4.0,18,0
7,43352,0.004651162790697674,0.0,11.0,5,0
7,43967,0.03255813953488372,0.8571428571428571,11.428571428571429,0,6
7,44661,0.004651162790697674,0.0,2.0,3,0
7,45066,0.023255813953488372,0.8,8.0,0,3
7,45537,0.013953488372093023,0.6666666666666666,14.333333333333334,12,1
7,45628,0.023255813953488372,0.8,3.0,10,4
7,46969,0.004651162790697674,0.0,9.0,6,0
7,47272,0.023255813953488372,0.8,1.2,0,2
7,47623,0.004651162790697674,0.0,11.0,3,0
7,49235,0.004651162790697674,0.0,2.0,16,0
7,49508,0.009302325581395349,0.5,12.0,18,1
8,651,0.014925373134328358,0.0,10.0,3,0
8,1529,0.014925373134328358,0.0,15.0,3,0
8,2078,0.04477611940298507,0.6666666666666666,5.0,1,0
8,2846,0.014925373134328358,0.0,18.0,0,0
8,4799,0.014925373134328358,0.0,3.0,1,0
8,4853,0.014925373134328358,0.0,6.0,0,0
8,5539,0.014925373134328358,0.0,2.0,0,0
8,6141,0.014925373134328358,0.0,16.0,3,0
8,6473,0.014925373134328358,0.0,3.0,3,0
8,7058,0.014925373134328358,0.0,8.0,0,0
8,8193,0.014925373134328358,0.0,11.0,1,0
8,9839,0.029850746268656716,0.5,10.5,2,0
8,10644,0.014925373134328358,0.0,5.0,1,0
8,10960,0.014925373134328358,0.0,3.0,0,0
8,11136,0.014925373134328358,0.0,9.0,2,0
8,14992,0.029850746268656716,0.5,11.5,2,0
8,15143,0.014925373134328358,0.0,7.0,1,0
8,15937,0.029850746268656716,0.5,5.0,0,1
8,16349,0.014925373134328358,0.0,11.0,3,0
8,17794,0.04477611940298507,0.6666666666666666,10.0,1,0
8,18479,0.014925373134328358,0.0,12.0,1,0
8,18531,0.029850746268656716,0.5,9.5,1,1
8,20920,0.014925373134328358,0.0,6.0,3,0
8,21903,0.04477611940298507,0.6666666666666666,9.0,0,0
8,22247,0.014925373134328358,0.0,5.0,0,0
8,23165,0.05970149253731343,0.75,8.5,0,0
8,23400,0.014925373134328358,0.0,14.0,3,0
8,24838,0.014925373134328358,0.0,8.0,3,0
8,25659,0.014925373134328358,0.0,15.0,0,0
8,26882,0.014925373134328358,0.0,3.0,2,0
8,27104,0.014925373134328358,0.0,7.0,0,0
8,28985,0.029850746268656716,0.5,7.5,2,0
8,31717,0.014925373134328358,0.0,13.0,0,0
8,32030,0.029850746268656716,0.5,10.5,2,0
8,32197,0.014925373134328358,0.0,8.0,2,0
8,33640,0.014925373134328358,0.0,4.0,1,0
8,34190,0.014925373134328358,0.0,19.0,3,0
8,34358,0.029850746268656716,0.5,9.0,1,1
8,37803,0.014925373134328358,0.0,10.0,0,0
8,39110,0.014925373134328358,0.0,4.0,3,0
8,39812,0.014925373134328358,0.0,5.0,3,0
8,41259,0.014925373134328358,0.0,9.0,0,0
8,41540,0.029850746268656716,0.5,11.0,0,1
8,42736,0.014925373134328358,0.0,5.0,2,0
8,43295,0.014925373134328358,0.0,15.0,2,0
8,44099,0.014925373134328358,0.0,17.0,3,0
8,47766,0.014925373134328358,0.0,12.0,0,0
8,48121,0.014925373134328358,0.0,17.0,0,0
8,48230,0.014925373134328358,0.0,11.0,0,0
8,49533,0.014925373134328358,0.0,12.0,3,0
9,311,0.01020408163265306,0.0,25.0,3,0
9,481,0.02040816326530612,0.5,7.0,1,0
9,1559,0.02040816326530612,0.5,16.5,0,1
9,2732,0.01020408163265306,0.0,15.0,1,0
9,3634,0.01020408163265306,0.0,34.0,1,0
9,4957,0.02040816326530612,0.5,5.0,2,0
9,5002,0.01020408163265306,0.0,11.0,3,0
9,5194,0.01020408163265306,0.0,10.0,3,0
9,6489,0.02040816326530612,0.5,11.0,1,0
9,7952,0.01020408163265306,0.0,24.0,3,0
9,8467,0.02040816326530612,0.5,14.0,0,1
9,8834,0.030612244897959183,0.6666666666666666,4.0,0,2
9,8952,0.01020408163265306,0.0,23.0,3,0
9,10132,0.02040816326530612,0.5,18.0,0,1
9,11790,0.01020408163265306,0.0,27.0,3,0
9,12075,0.02040816326530612,0.5,11.0,0,1
9,13351,0.01020408163265306,0.0,6.0,3,0
9,13740,0.01020408163265306,0.0,12.0,3,0
9,16018,0.01020408163265306,0.0,22.0,3,0
9,16154,0.01020408163265306,0.0,15.0,3,0
9,17600,0.02040816326530612,0.5,15.0,0,1
9,18926,0.030612244897959183,0.6666666666666666,6.666666666666667,0,2
9,19627,0.01020408163265306,0.0,18.0,3,0
9,20899,0.02040816326530612,0.5,22.5,0,1
9,21108,0.01020408163265306,0.0,26.0,3,0
